Datetime,Tweet Id,Text,Username
2022-09-20 20:09:06+00:00,1572316944086220800,"Enjoy the rest of your Tuesday ... and stay safe.

#CoronavirusOutbreak #GetVaccinated #LetsGoBucs",pghjoseph
2022-09-20 20:09:05+00:00,1572316941854859266,"And thanks to @NuritBaytch for pointing out my important typo - it is currently 300-500 deaths PER DAY of #COVID19 in the US. These are the facts. This is not normal, and should never be considered acceptable. #GetVaccinated https://t.co/bw8ardRcdQ",ChandyJohnLab
2022-09-20 20:08:39+00:00,1572316830189895680,"The only bad thing about getting the Covid booster was this crummy Washington Nationals bandaid they gave me! Go Os!
#GetVaccinated💪💉#Birdland https://t.co/Lm1wmC91Py",RiehlDeal125
2022-09-20 20:02:40+00:00,1572315326221807616,"@DontBotherKeiti @lavern_spicer I want to turn in my 5 decade old Type 1 Diabetes if this is that kind of line. 
Let me tell ya, I just don’t have room for my #T1D  any more. It nags me every day. 

#GetVaccinated 
#GetBoosted 

Hook Me Up for that trade in in the meantime. Thanks💙",DanRobDataGuy
2022-09-20 20:00:39+00:00,1572314816303464448,"The National Booking System is regularly updated with appointments for the COVID-19 booster vaccination. 

If you can’t find an appointment, please do check back as appointments are added daily. 

#GetVaccinated 💉 https://t.co/Ku4DTreDrt",SuffolkLPC
2022-09-20 19:31:13+00:00,1572307410840129536,"We should redefine “fully vaccinated” to mean at least three shots, not just the initial two. But the Centers for Disease Control and Prevention refuses to budge on that definition. #GetVaccinated https://t.co/ukumuKfVFm",monmot2
2022-09-20 19:30:36+00:00,1572307256510750720,@mehdirhasan By this time it is a matter of choice if you have not been vaccinated. #GetVaccinated,Jeril13L
2022-09-20 19:30:30+00:00,1572307232511127554,#CovidIsntOver #WearAMask #GetVaccinated https://t.co/sJ4eI9wEHL,labmom22
2022-09-20 19:21:40+00:00,1572305006942097411,"That's just it, folks: #coronavirus hits everyone differently. When you #GetVaccinated / #Boosted you reduce the risk, but NOT getting #COVID19 in the first place is the best strategy, so #WearAmask and avoid crowds this fall.

Continued infections = cumulative #LongCovid risk.⚠️ https://t.co/RxwVPHzR3X",ScienceNotDogma
2022-09-20 18:52:36+00:00,1572297691056508928,"@julierehmeyer Well then, maybe you “anti-vaxxers” should just, I dunno, “#GetVaccinated”!? Maybe if you “anti-science” “#COVIDIOTS” would just “#GetBoosted” the worse any of you would ever have to bother with is “mild symptoms”!! 💉💉💉💉💉

Praise “the experts”, and follow “the science”!! 🛐 https://t.co/r35I0ojKmr",BidenCheney2024
2022-09-20 18:39:32+00:00,1572294403661926400,Variant boosted and flu shot updates. Immune system is updating it's firmware. Fully protected and doing my duty as a human. #GetVaccinated https://t.co/VPMyMExzSr,AdamTM24
2022-09-20 18:17:46+00:00,1572288925879914496,#CovidIsNotOver #COVIDisAirborne #WearAMask #GetVaccinated #BeKind https://t.co/wlG4aG2yOV,cre8ivetype
2022-09-20 18:15:52+00:00,1572288448404267009,Pretty privileged to say pandemic is over while 400-500 Americans die daily #GetVaccinated https://t.co/O2CVskE5qz,DawnJetLe
2022-09-20 18:06:16+00:00,1572286034335125508,"Thank you @EricTopol &amp; @DrEricDing for your outstanding expertise and voices! 
@POTUS, one country can’t declare a World Wide pandemic as being over, esp when over 12,000 of our people die every month. 
#GetVaccinated 
#MaskUp
#CorsiRosenthalBox https://t.co/GJ5Le7JWhk",island_camano
2022-09-20 18:05:26+00:00,1572285821155418112,"#CovidIsNotOver
#MaskUp in crowds to help protect others. 
#GetVaccinated to protect yourself.",mostlybears
2022-09-20 18:01:11+00:00,1572284754715897856,"The National Booking System is regularly updated with appointments for the COVID-19 booster vaccination. If you can’t find an appointment, please do check back as appointments are added daily. 

#GetVaccinated https://t.co/Q6qE3Hz4J2",nandwics
2022-09-20 17:54:10+00:00,1572282988167327745,@WorldwoutTrump Well sorta. More endemic now but still requires caution. It ain't going away completely and we have to live with it. So #GetVaccinated!,CWPhelan
2022-09-20 17:31:02+00:00,1572277166221692930,"Covid will be a leading cause of death in the U.S. indefinitely, whether or not the pandemic is 'over' - NBC News #GetVaccinated #COVID19 #WearAMask #LongHaulCOVID https://t.co/ZU4CZE68OM",BreezyLovinInWV
2022-09-20 17:18:56+00:00,1572274118774640640,"After getting my first booster shot at the @AMNH, I just got my second at another NYC landmark! #GetVaccinated https://t.co/uUaroAjP0S",schwarsm
2022-09-20 17:11:03+00:00,1572272135539945472,"Meanwhile the ""pro-life""/forced birth @gop party just wanted to let COVID rip. 

New UW study released on COVID-19 impact on pregnant women – KIRO 7 News Seattle #waleg #getvaccinated  https://t.co/txI5P8y69A",NShrubs
2022-09-20 17:00:06+00:00,1572269382801162241,"We are now providing COVID-19 Bivalent Boosters at 401 Tuscaloosa Ave, Suite 210, Birmingham, AL

Please call to schedule your appointment at 205-291-8842 or 205-317-2815

#drcelestemd #doctorcelestemd #birminghamal #protectyourcommunity #protectyourfamily #getvaccinated #covid19 https://t.co/m20bqKoVYz",DoctorCelesteMD
2022-09-20 16:55:25+00:00,1572268202666913795,"#CovidIsNotOver 
#wearamask 😷
#GetVaccinated 🙏🏽💕💕💕 https://t.co/00htIGnRoY https://t.co/jYBalDe56Q",shashatheitch22
2022-09-20 16:53:35+00:00,1572267740391706626,"Got our bivalent booster yesterday - sore arm and a little headache, but nothing that coffee and espresso chip banana bread this morning couldn't help. #GetVaccinated",lspacediva3
2022-09-20 16:48:46+00:00,1572266527998746626,Boosted Baby! Hard to find Moderna called around but finally at nearby Publix they said they had two day supply left. Got it done will be getting my flu in few weeks as I separate them being a red head super sensitive to everything! #GetVaccinated https://t.co/h8ydq597E0,redsheri1
2022-09-20 16:36:08+00:00,1572263348145909760,9 out of 10 COVID-19 death are people aged 50 and above. COVID vaccine can lower the risk of death and other serious symptoms. You may be due for the updated/bivalent vaccine if it's been two months since your last COVID vaccine. #GetVaccinated #BeProtected https://t.co/z0trJP7IK4,HealthConfianza
2022-09-20 16:31:23+00:00,1572262153385807872,Why do people keep saying #LetsGoBrandon is he in trouble or something #bidenwon #TrumpCult #PfizerGang #GetVaccinated,AZCleetus
2022-09-20 16:30:22+00:00,1572261897797500929,"Yes, you can #GetVaccinated against #flu and #COVID-19 at the same time. Learn more: https://t.co/8j0FPhtf1p https://t.co/BOGTNB8DZL",NFIDvaccines
2022-09-20 16:27:42+00:00,1572261225534476288,"People are all over @POTUS for saying the pandemic is over. He did mention Covid isn’t. Is the flu pandemic over?Yes,just as much as Covid is. They’re both still killing people. You need to get #Vaccinated against both. #getvaccinatednow #GetVaccinated #flu #CovidIsNotOver",greevy64
2022-09-20 16:13:05+00:00,1572257550233440256,I’m recovering from #TrumpsPlague now. #GetVaccinated https://t.co/MK7WrsjozW,RockfordLiberty
2022-09-20 16:12:16+00:00,1572257341705453568,"It's day 2 after getting both the #COVID19 bivalent booster AND the FLU vaccine both in my upper left arm. So far I am happy to report that I have not experienced this side effect yet, ;).  #GetVaccinated 
https://t.co/rSquQfwmOX",kpmitton
2022-09-20 16:12:03+00:00,1572257288244658177,"@thatsnotmine125 Well done 👍

Mine's booked at work next Friday.

#GetVaccinated",jo_regular
2022-09-20 16:06:37+00:00,1572255920922533890,"Got a walk in appointment at Tesco for my flu jab today, literally a 2 minute job! 

Get it done - it’s not worth the risk of getting a serious bout of flu (Particularly with the NHS struggling)

#GetVaccinated",thatsnotmine125
2022-09-20 16:06:16+00:00,1572255833773297669,School related vaccines and more are available until September 23rd! Find a location near you and call 305-243-6407 to make an appointment. #GetVaccinated #WeAreTCT #IGotMyShot #FluVaccine #WeAreTCT #TCT https://t.co/DnyqEUB9ey,childrenstrust
2022-09-20 15:59:36+00:00,1572254156819243017,Catch us on E. 30th St with @GCRTA’s Community Immunity Bus for #NationalVoterRegistrationDay! Get #VoteReady and #GetVaccinated today! Flu shots also available. https://t.co/0F53KKgmwO,ASIAOHIO
2022-09-20 15:40:05+00:00,1572249246098948100,"@AuthorKimberley Kill the disease.
#GetVaccinated 
#WearAMask 
#SocialDistance
Stop watching cable news.
It's that simple.",GrampaMorris1
2022-09-20 15:39:29+00:00,1572249094336450560,😒 so sick of your dumb takes. You tryna make this a civil rights issue when it’s not it’s a health issue. Why don’t you go visit folks in the hospital who are dying because they decided to think how you think get the hell out of here with this dumb crap. #GetVaccinated https://t.co/nc4dehU6jz,jeldrew4
2022-09-20 15:34:32+00:00,1572247846925094912,#Hope #USA #LestWeForget #TFG BS w/ every tweet it was a #NationalSecurity or lesser crisis-#COVID19 is here to stay forever #GetVaccinated Americans vaccination rate 68.2% #HerdImmunity not reached #unvaxxed probably #MAGA &amp; religious zealots #GetBoosted #Gd/#Jesus isn't a cure https://t.co/eSflgWci6A,Joeanthony_nyc
2022-09-20 15:34:15+00:00,1572247774347022338,"Keep your loved ones safe this flu season.
Older adults &amp; those with chronic medical conditions such as #HeartDisease, #LungDisease and #diabetes are at higher risk for #COVID-19 and related complications. #StopTheSpread #GetVaccinated https://t.co/Nx3E0CXSRG",JirehProviders
2022-09-20 14:44:46+00:00,1572235321915637761,"COVID-19 booster booked. Thank you @NHSuk my asthma has been compromised recently, I'm back on a preventer inhaler so this will make me feel better protected &amp; protect my elderly parents. Yes, I still wear a mask on the tube #Vaccine #GetVaccinated #GetTheJab #Asthma #WearMask",FranchiLiza
2022-09-20 14:44:12+00:00,1572235181792051205,"Little Miss Max is fully vaccinated against COVID-19! I'm so proud of her, no tears today and she got a big Tootsie Pop for being such a good patient! #MaxineLynn #ToTheMax #GetVaccinated @ Wentzville, Missouri https://t.co/W8JYtbpXXt",Chris_Cassidy
2022-09-20 14:23:20+00:00,1572229929869377536,Got my Covid booster and flu shots yesterday. Both arms sore but otherwise feeling great! #GetVaccinated #LongCovidSucks,QueenTulip3
2022-09-20 14:22:57+00:00,1572229832737714176,"I was just prescribed a statin to manage my cholesterol; 

Now begins my autodidacticism. 

 You don't mindlessly accept a drug to ingest without performing the fullest possible research first, with opposing viewpoints. 

 #mefloquine taught me something useful.

#GetVaccinated https://t.co/GfaodrOucY https://t.co/3BwNjKjqla",johndowe49
2022-09-20 14:18:22+00:00,1572228680008585216,"“Covid was the third-leading cause of death in the U.S. in 2020, after heart disease and cancer.”⬅️ #Getvaccinated https://t.co/2lp5HTfGaJ",HashtagMrReed
2022-09-20 14:15:15+00:00,1572227895422251010,"#ICYMI: #NFID Medical Director William Schaffner on getting a #COVID-19 booster and #flu vaccine at the same time via @CNN https://t.co/DYkKE18Sea 

#GetVaccinated #FightFlu #StopTheSpread https://t.co/BVeL0Av1zO",NFIDvaccines
2022-09-20 14:00:57+00:00,1572224296864317441,"Check Out the Calendar of Upcoming COVID Vaccination Sites Near You!

Stop By &amp; Receive a $50 Incentive ($50 for 1st &amp; 2nd doses, $25 for Boosters) for Doing Your Part in Helping Create a Healthier Mississippi!

#COVIDVaccine #GetVaccinated https://t.co/fw4dmIvR3M",openarms_ms
2022-09-20 13:41:30+00:00,1572219403034591234,"Covid health authorities guide to interpreting Covid waves. 

(C) me, Sep 2022

#GetVaccinated #WearAMask #GetBoosted #CovidIsNotOver #LongCovid #auspol #ZeroCovid https://t.co/vxMho2RWHZ",TotallyCanc3l3d
2022-09-20 13:37:05+00:00,1572218288901349379,"""The toll, while down from past peaks, has averaged more than 400 lives lost a day from June through August."" #GetVaccinated #GetBoosted https://t.co/RpJHi9mS3b",Brunahild
2022-09-20 13:35:55+00:00,1572217998244454401,"#GetVaccinated #Sponsored #VaccinesSaveLives

https://t.co/uzpGAS0UBU",metzer_craig
2022-09-20 13:34:29+00:00,1572217637660229635,#LongCOVID Experts: “U.S. Government Needs to Do More” via @Time #CovidIsNotOver #GetVaccinated #GetBoosted #MaskUp😷#FilterIndoorAir #Ventilate🦠🦠🦠🦠🦠🦠 https://t.co/U3rFmSNRAE,acwzywabit
2022-09-20 13:30:39+00:00,1572216671825281024,KACWASCO is focusing on O&amp;M activities geared towards enhancing operational efficiency and increased revenues. This is in on one of our main distribution line - Tindinyo. Public sensitisation has been done. #KACWASCOTheCustomersDelight #GetVaccinated https://t.co/Qw4WhokE9P,Kacwasco
2022-09-20 13:29:02+00:00,1572216265359376384,"#GetVaccinated this Friday at Room to Grow Preschool. While you're there stop by the Health Department's Community Health Workers (CHW's) table to get vaccine information, freebies, and ask any vaccine-related questions. #COVID19Vaccine #StayUpToDate https://t.co/9pOrNpizsb",NorwalkHealth
2022-09-20 13:21:31+00:00,1572214371245244418,"#Hope #NYC GothamHealth NYCHealth StatenIsland new contractor turning away those that are #COVID19 #booster CDC age recommendations eligible citing sorry ""not immunocompromised"" they need to get the memo #Vaccines for all #GetVaccinated #GetBoosted-NYCHealthHos should offer Flu/w https://t.co/IYFjVKPZwo",Joeanthony_nyc
2022-09-20 13:17:31+00:00,1572213365925384195,"@marcowenjones @Eddie72J Anybody who spreads dangerous (deadly) misinformation, especially Covid19 vaccine misinformation, should be sent to a camp and infected w/ Covid19 and refused the vaccine and any treatment and they will see what happens next! #GetVaccinated",RileySamson0
2022-09-20 13:12:39+00:00,1572212141784182785,"Two days left in vax girl summer! 

Don’t miss out on the flu + bivalent dynamic duo 😷💪🏽

https://t.co/Y8N6GvS7Hb

#vaxgirlsummer #getvaccinated #getboosted #fluseason",Amal_Cheema
2022-09-20 13:05:08+00:00,1572210251587371009,"#Monkeypox #vaccine events are happening near you! Protect yourself. Protect your community. #Getvaccinated if you’re eligible.

FIND A LOCATION: https://t.co/JeTwTOIR29 https://t.co/f5W0uGx9Ox",LADeptHealth
2022-09-20 13:00:41+00:00,1572209129904828418,Smiling because I just got my #flu vaccine &amp; #BivalentBooster ! #GetVaccinated #VaccinesSaveLives https://t.co/otC6vZ36zP,Paging_DoctorB
2022-09-20 12:53:58+00:00,1572207440766316547,"If you’re going to quote the president from 60 Minutes - whether you agree with him or not - quote the whole thing AND give the context (having the first auto show in three years) - “The pandemic is over. We still have a problem with COVID.”  @POTUS 
#MaskUp #GetVaccinated",fake_supergirl
2022-09-20 12:47:17+00:00,1572205758862823425,@luckytran What he does contradicts what he says and tacitly oposes President Biden declaration. To me he says DE FACTO #CovidIsNotOver #getvaccinated look at me!,FireIsBorn3
2022-09-20 12:34:12+00:00,1572202464312696832,"For more updates on missed out days.

Visit Us
- https://t.co/FSwVM3bCgh

#regulatorycompliance #statutorycompliance #HRIndia  #SEBI #MakingCorporateIndiaComply  #getvaccinated #20yearsofCompliance #hrcommunity #hrcompliance #ComplianceNews",AparajithaCorp
2022-09-20 12:28:51+00:00,1572201120516435971,"via @NYTimes

So we knew that this sound bite was going to make news. Let’s not lose site of the problem. To protect yourself and your family you should #GetVaccinated #GetBoosted 

#covid19 still sucks. https://t.co/AswLo6jWMc",ecthompsonmd
2022-09-20 11:55:41+00:00,1572192772999766017,"good morning 🌤️🌤️☀️

92nd day of Summer
2 days until Fall

#SocialDistance 
#WashYourHands         
#GetVaccinated https://t.co/hmLiuwGYTT",FABCOJim
2022-09-20 11:45:22+00:00,1572190175698059264,"ICYMI Biden's remarks that the pandemic is over hurts efforts to save lives, experts say : NPR

Im hoping to get boosted this week, you?
#GetVaccinated https://t.co/zxGOlzT2sk",MindyForMA
2022-09-20 11:15:00+00:00,1572182533634199555,"Shin ko kun taba sauraron wani sakon radiyo mai taken ""ku bi wadda yasan hanyar kwarai""?

Ga shi nan ku saurara. 

#FWKR
#FollowWhoKnowRoad
#GetVaccinated
#YesToCOVID19Vaccine https://t.co/OfRMuyoxlO",BANigeria
2022-09-20 11:10:58+00:00,1572181520705818624,@GovRonDeSantis After vaccination!  Like all who choose to avoid COVID or at least lessen its affect ! #GetVaccinated,nanabananita
2022-09-20 11:03:20+00:00,1572179599727136768,#CovidIsNotOver #WearAMask #GetVaccinated #LongCovid https://t.co/VjGmioX7uy https://t.co/SZJ3wxnoT8,capeacadia
2022-09-20 11:01:32+00:00,1572179146507259904,"You’ll find this answer, as well as other Pneumococcal Vaccine Q&amp;As, here: https://t.co/Dc2sLkvNmn

#ImmunizeOrg #vaccinessavelives #vaccinate #pneumonia #vaccineswork #getvaccinated #vaccinatedandhappy https://t.co/AJv7Sqdwe4",ImmunizeOrg
2022-09-20 10:57:17+00:00,1572178076251074560,I got mine last week! #GetVaccinated  #StrongerTogether https://t.co/g6M3MjJ0a8,ToddShimkus
2022-09-20 10:36:47+00:00,1572172914572808192,"@CorneliusRoemer @KWolofsky @BenjMurrell Great question, great answer. I got Evusheld in August and Bivalent boosted last week. I love President Joe, but the pandemic is NOT over. I trust science. Tell me what shots I need and I'll get em. 
#Immunocompromised  #GetVaccinated 💉
#GetBivalentBoosted 💉💉 
#WearAMask 😷",Peter_the_Gr8
2022-09-20 10:35:31+00:00,1572172596308844545,"Enjoy your Tuesday ... and stay safe.

#CoronavirusOutbreak #GetVaccinated #LetsGoBucs",pghjoseph
2022-09-20 09:55:05+00:00,1572162423288926216,"Covid will be a leading cause of death in the U.S. indefinitely, whether or not the pandemic is 'over' https://t.co/f0tzsaQCHz via @nbcnews 09/20/2022 Reminder: Again, cannot stress this enough - #COVID WILL BE THE LEADING CAUSE OF #DEATH IN THE #US #getvaccinated #getboosted",AlivioDotCom
2022-09-20 09:30:37+00:00,1572156265345830913,"This is my ""Outfit Of The Day.""

Please stay safe as we deal with the Coronavirus Outbreak.

Be sure to wear a light jacket this morning.

#OOTD #CoronavirusOutbreak #GetVaccinated #LetsGoBucs https://t.co/QCO44xGT2B",pghjoseph
2022-09-20 09:28:40+00:00,1572155773643268097,"#PayAttention “Not having tools against diseases that cause so much suffering is one tragedy, but having them remain unused should be an unacceptable one.” #GetVaccinated #BoostersSaveLives  https://t.co/29AUUgqjsK",Gretchen_Piller
2022-09-20 09:25:24+00:00,1572154950180040704,"Please stay safe as we deal with the Coronavirus Outbreak.

#CoronavirusOutbreak #GetVaccinated #LetsGoBucs https://t.co/aWJgOT7Wps",pghjoseph
2022-09-20 09:08:59+00:00,1572150822741626881,"Adults with #diabetes and a high body mass index (#BMI), NOT high blood sugar levels, are at greater risks of #COVID19 #infection &amp; #LongCOVID, according to a meta-analysis involving more than 30,000 adults. #WearAMask #GetVaccinated #GetBoosted #Exercise https://t.co/TyJ1itC4BW https://t.co/QVNOImRFUO",Vaccinologist
2022-09-20 08:58:11+00:00,1572148103935062017,"Widescale #COVID19 vaccination 💉 will help us approach the end of the pandemic. 

▶️ Watch this video to hear migrant workers in Thailand share their thoughts on why we should all #GetVaccinated, including with booster doses. https://t.co/9Y8mrlGCla",IOMThailand
2022-09-20 08:40:12+00:00,1572143577811062784,"If it's been more than six months since your last COVID-19 vaccine, and especially if you're yet to have your booster jab, call NHS 119 or visit https://t.co/5fmTFUmZpe to book an appointment for yours! #GetVaccinated #Bristol #Avon #Gloucestershire https://t.co/oQcFYM5f8e",EllacombePharm
2022-09-20 08:40:12+00:00,1572143577073086466,"If it's been more than six months since your last COVID-19 vaccine, and especially if you're yet to have your booster jab, call NHS 119 or visit https://t.co/UAwup6rCPe to book an appointment for yours! #GetVaccinated #Bristol #Avon #Gloucestershire https://t.co/HHWvVQ6KpM",Bedminsterpharm
2022-09-20 08:40:12+00:00,1572143577047736320,"If it's been more than six months since your last COVID-19 vaccine, and especially if you're yet to have your booster jab, call NHS 119 or visit https://t.co/sFPsAsPJsC to book an appointment for yours! #GetVaccinated #Bristol #Avon #Gloucestershire https://t.co/WVrqVPKHyw",AbbotswoodPharm
2022-09-20 08:40:12+00:00,1572143576653389824,"If it's been more than six months since your last COVID-19 vaccine, and especially if you're yet to have your booster jab, call NHS 119 or visit https://t.co/wdttQmqAki to book an appointment for yours! #GetVaccinated #Bristol #Avon #Gloucestershire https://t.co/H8EIzD3Ly7",KellawayPharm
2022-09-20 07:37:38+00:00,1572127830141710340,"#Busselfie 2/3s full bus. No one else wearing a mask and all the upstairs windows were closed until I opened one.

#WearAMask #GetVaccinated #staysafe https://t.co/GPKmOzpj6W",Sharrow_irl
2022-09-20 06:24:01+00:00,1572109307704999939,"#GetVaccinated
#GetVaxxed #GetYourBoosterShot
#TakeYourShot #GetVaccinatedLesotho #VforVaccinate #RISE #JhpiegoLesotho https://t.co/OivpnsmhVy",GetVaccinatedLS
2022-09-20 05:39:19+00:00,1572098056946069504,"Day 915:

#COVID19 cases keep rising! #WearAMask #GetVaccinated #GetBoosted
 
Global:
Cases: 612,406,617
Deaths: 6,527,888

US:
Cases: 95,713,363
Deaths: 1,053,840",NickOtaWang
2022-09-20 05:26:00+00:00,1572094704035897344,"⚠️The Ministry of Public #Health is organizing a #Pfizer Marathon for people aged 12 years &amp; above

🗓 From 19-23 September 2022

📍 In South #Lebanon and #Nabatiyeh

⌛️ From 9 AM till 2 PM

#Lebanon #VaccinesWork #COVID19 #Getvaccinated https://t.co/BVaJMPQRH4",UNICBeirut
2022-09-20 05:07:41+00:00,1572090096786239490,"Covid is not over. 20% of adults will/have developed long Covid according to the CDC. TWENTY PERCENT! This will be a medical minefield for years to come. #getvaccinated #getboosted #wearamask 

https://t.co/Jpl6rNmR7b https://t.co/tfcNStl8MP",jeanthorpe
2022-09-20 04:48:57+00:00,1572085382107234305,@NBCNews #WearAMask #GetVaccinated #GetBoosted,thinkkimthink
2022-09-20 04:20:03+00:00,1572078107070451712,It's been 28 hours since I got my pfizer bivalent omicron covid #booster + my #flushot and I'm feeling great! I had no sleep disturbances or any reaction other than a sore arm/flu arm &amp; slightly tender arm/ covid arm! #Boosted #BoosterShots #GetVaccinated 💉,flightbomb
2022-09-20 03:02:16+00:00,1572058531720998913,"Poor @KirkCousins8. 

He's probably just suffering from long-haul Covid...or just sucking like Kirk Cousins always has.

Either way...#GetVaccinated",shiningcity1776
2022-09-20 02:56:03+00:00,1572056968491302916,@themissprecy This is a false statement. Joker's followers are seriously a cult. Tell your boy #GetVaccinated,JulieEngbrecht
2022-09-20 02:55:20+00:00,1572056790606684163,#trollenmaandag #wappitrol #youmadeachoice #getvaccinated https://t.co/knuNa0sgSa,ErikEchte
2022-09-20 02:11:39+00:00,1572045796807413761,"@AnnieForTruth This is your bio??? #GetVaccinated #SaveOurDemocracy #Climate #LGBTQ #Kindness #payitforward 
Wow, practice what you preach Annie! 🤡🤡🤡🤡🤡",DJonesSD
2022-09-20 02:01:36+00:00,1572043264416522241,#GetVaccinated https://t.co/C9jt1Lzjzh https://t.co/00YFC1caXs,momsresistnow
2022-09-20 01:45:58+00:00,1572039333107929090,@MannyOFay @nathaliejacoby1 Covid still kills 300/day that is not insignificant!!! #GetVaccinated,agoodin3
2022-09-20 01:32:52+00:00,1572036037118918656,"Good Night, Tweeps
#GetVaccinated  #GetBoosted 
#SlavaUkraini  #StandWithUkraine 

#BlackLivesMatter  #StopAsianHate 
#INDIGENOUS  #LGBTQIA 

#WomensRightsAreHumanRights 
#TransRightsAreHumanRights 

#RepublicansAreDestroyingAmerica 
#VoteBlueForSoManyReasons https://t.co/QX4oQHUzvA",kitchen5203
2022-09-20 01:31:31+00:00,1572035695300194306,"It is weird that @POTUS just declared the pandemic over when both he and Jill contracted it within the past 1 to 2 months. Weird indeed. #CovidIsNotOver #GetVaccinated. Though i’m done, too stressful a topic. https://t.co/dSi8uNVcua",DestiGrace1
2022-09-20 01:05:44+00:00,1572029205591859203,@Zuhleika1 @MSNBC @thereidout #GetVaccinated,Zaph0d4242
2022-09-20 01:00:50+00:00,1572027975138422784,@FoxNews #GetVaccinated,LCox_Eugene
2022-09-20 00:47:01+00:00,1572024498131505159,"On the day the pandemic is “over”, my husband gets Covid19 for the 1st time. #CovidIsNotOver @CDCDirector @POTUS @VP #WearAMask  #GetVaccinated #GetBoosted #RepublicansAreTheProblem",Kingeswife1
2022-09-20 00:42:44+00:00,1572023420535152640,@covid_parent @brethordark @compandsquare @EzraKahan #GetVaccinated,jalto7
2022-09-20 00:42:02+00:00,1572023242537443328,@brethordark #GetVaccinated,jalto7
2022-09-20 00:41:21+00:00,1572023071296339976,@RealAndyLeeShow @brethordark #GetVaccinated,jalto7
2022-09-20 00:40:54+00:00,1572022958855438338,@realcountrygrl_ @brethordark Or #GetVaccinated !,jalto7
2022-09-20 00:01:26+00:00,1572013026173419521,"😂😂😂😂🥲😢😢😢😭😭😭

#CovidIsNotOver 😷

#GetVaccinated 💉 💉💉 https://t.co/qfr5ODm8f4",QuizzicalGirl
2022-09-20 00:00:25+00:00,1572012768144003072,"It's over when COVID says it's over. Period.
#GetVaccinated 💉
#WearAMask 😷 https://t.co/oI6scGNFtI",wdrohrer
2022-09-19 23:51:53+00:00,1572010622598131712,"@145ThunderRoad This is the dumbest one yet!!! 
Who cares. If you want to come #GetVaccinated!!",Michelle_in_ON
2022-09-19 23:41:38+00:00,1572008041310031873,#CovidIsNotOver #GetVaccinated #GetBoosted #MaskUp😷#CovidisAirborne #FilterIndoorAir #Ventilate 🦠🦠🦠🦠 https://t.co/x3RyHLhwOc,acwzywabit
2022-09-19 23:39:38+00:00,1572007540711628801,It’s very important to understand that “the pandemic is over” (and I’m not sure that’s true) does not mean eradicated. #GetVaccinated #GetBoosted,SheridanFinAid
2022-09-19 23:36:42+00:00,1572006803071991808,Five Pfizers strong 💪🏾 #boosted #GetVaccinated,TrickiVisaj
